"turtle.id","Pool","Riffle","Run"
"16",44.0751445086705,15.028901734104,40.8959537572254
"18",48.6322188449848,26.1398176291793,25.2279635258359
"21",43.1428571428571,9.42857142857143,47.4285714285714
"22",50.8313539192399,23.9904988123515,25.1781472684086
"23",46.8822170900693,18.013856812933,35.1039260969977
"24",48.4018264840183,28.310502283105,23.2876712328767
"25",45.1219512195122,9.26829268292683,45.609756097561
"26",53.763440860215,13.4408602150538,32.7956989247312
"30",50,27.8225806451613,22.1774193548387
"32",45.7602339181287,16.5204678362573,37.719298245614
"37",44.9462365591398,10.3225806451613,44.7311827956989
"39",42.5196850393701,25.5905511811024,31.8897637795276
"43",45.8333333333333,17.6666666666667,36.5
"45",43.5054773082942,15.6494522691706,40.8450704225352
"47",45.7974137931034,19.3965517241379,34.8060344827586
"54",46.2940461725395,14.9453219927096,38.7606318347509
"56",43.1438127090301,22.742474916388,34.1137123745819
"58",49.4505494505495,30.7692307692308,19.7802197802198
"61",50.9090909090909,24.2424242424242,24.8484848484848
"62",52.8925619834711,21.4876033057851,25.6198347107438
"63",53.8834951456311,21.3592233009709,24.7572815533981
"65",51.2820512820513,17.3076923076923,31.4102564102564
"71",44.6958981612447,16.2659123055163,39.038189533239
"72",50.9803921568627,24.5098039215686,24.5098039215686
"73",49.3055555555556,34.7222222222222,15.9722222222222
